,pokedex_number,name,generation,status,species,type_number,type_1,type_2,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
723,624,Pawniard,5,Normal,Sharp Blade Pokémon,2,Dark,Steel,340.0,45.0,85.0,70.0,40.0,40.0,60.0,Medium Fast,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
724,625,Bisharp,5,Normal,Sword Blade Pokémon,2,Dark,Steel,490.0,65.0,125.0,100.0,60.0,70.0,70.0,Medium Fast,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
725,626,Bouffalant,5,Normal,Bash Buffalo Pokémon,1,Normal,Normal,490.0,95.0,110.0,95.0,40.0,95.0,55.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
726,627,Rufflet,5,Normal,Eaglet Pokémon,2,Normal,Flying,350.0,70.0,83.0,50.0,37.0,50.0,60.0,Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
727,628,Braviary,5,Normal,Valiant Pokémon,2,Normal,Flying,510.0,100.0,123.0,75.0,57.0,75.0,80.0,Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
728,629,Vullaby,5,Normal,Diapered Pokémon,2,Dark,Flying,370.0,70.0,55.0,75.0,45.0,65.0,60.0,Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
729,630,Mandibuzz,5,Normal,Bone Vulture Pokémon,2,Dark,Flying,510.0,110.0,65.0,105.0,55.0,95.0,80.0,Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
730,631,Heatmor,5,Normal,Anteater Pokémon,1,Fire,Fire,484.0,85.0,97.0,66.0,105.0,66.0,65.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
731,632,Durant,5,Normal,Iron Ant Pokémon,2,Bug,Steel,484.0,58.0,109.0,112.0,48.0,48.0,109.0,Medium Fast,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
732,633,Deino,5,Normal,Irate Pokémon,2,Dark,Dragon,300.0,52.0,65.0,50.0,45.0,50.0,38.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
733,634,Zweilous,5,Normal,Hostile Pokémon,2,Dark,Dragon,420.0,72.0,85.0,70.0,65.0,70.0,58.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
734,635,Hydreigon,5,Normal,Brutal Pokémon,2,Dark,Dragon,600.0,92.0,105.0,90.0,125.0,90.0,98.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
735,636,Larvesta,5,Normal,Torch Pokémon,2,Bug,Fire,360.0,55.0,85.0,55.0,50.0,55.0,60.0,Slow,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
736,637,Volcarona,5,Normal,Sun Pokémon,2,Bug,Fire,550.0,85.0,60.0,65.0,135.0,105.0,100.0,Slow,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
737,638,Cobalion,5,Sub Legendary,Iron Will Pokémon,2,Steel,Fighting,580.0,91.0,90.0,129.0,90.0,72.0,108.0,Slow,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
738,639,Terrakion,5,Sub Legendary,Cavern Pokémon,2,Rock,Fighting,580.0,91.0,129.0,90.0,72.0,90.0,108.0,Slow,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,2.0
739,640,Virizion,5,Sub Legendary,Grassland Pokémon,2,Grass,Fighting,580.0,91.0,90.0,72.0,90.0,129.0,108.0,Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
740,641,Tornadus Incarnate Forme,5,Sub Legendary,Cyclone Pokémon,1,Flying,Flying,580.0,79.0,115.0,70.0,125.0,80.0,111.0,Slow,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
741,641,Tornadus Therian Forme,5,Sub Legendary,Cyclone Pokémon,1,Flying,Flying,580.0,79.0,100.0,80.0,110.0,90.0,121.0,Slow,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
742,642,Thundurus Incarnate Forme,5,Sub Legendary,Bolt Strike Pokémon,2,Electric,Flying,580.0,79.0,115.0,70.0,125.0,80.0,111.0,Slow,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
743,642,Thundurus Therian Forme,5,Sub Legendary,Bolt Strike Pokémon,2,Electric,Flying,580.0,79.0,105.0,70.0,145.0,80.0,101.0,Slow,1.0,1.0,1.0,0.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
744,643,Reshiram,5,Legendary,Vast White Pokémon,2,Dragon,Fire,680.0,100.0,120.0,100.0,150.0,120.0,90.0,Slow,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0
745,644,Zekrom,5,Legendary,Deep Black Pokémon,2,Dragon,Electric,680.0,100.0,150.0,120.0,120.0,100.0,90.0,Slow,1.0,0.5,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
746,645,Landorus Incarnate Forme,5,Sub Legendary,Abundance Pokémon,2,Ground,Flying,600.0,89.0,125.0,90.0,115.0,80.0,101.0,Slow,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
747,645,Landorus Therian Forme,5,Sub Legendary,Abundance Pokémon,2,Ground,Flying,600.0,89.0,145.0,90.0,105.0,80.0,91.0,Slow,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
748,646,Kyurem,5,Legendary,Boundary Pokémon,2,Dragon,Ice,660.0,125.0,130.0,90.0,130.0,90.0,95.0,Slow,1.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
749,646,Black Kyurem,5,Legendary,Boundary Pokémon,2,Dragon,Ice,700.0,125.0,170.0,100.0,120.0,90.0,95.0,Slow,1.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
750,646,White Kyurem,5,Legendary,Boundary Pokémon,2,Dragon,Ice,700.0,125.0,120.0,90.0,170.0,100.0,95.0,Slow,1.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
751,647,Keldeo Ordinary Forme,5,Mythical,Colt Pokémon,2,Water,Fighting,580.0,91.0,72.0,90.0,129.0,90.0,108.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0
752,647,Keldeo Resolute Forme,5,Mythical,Colt Pokémon,2,Water,Fighting,580.0,91.0,72.0,90.0,129.0,90.0,108.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0
753,648,Meloetta Aria Forme,5,Mythical,Melody Pokémon,2,Normal,Psychic,600.0,100.0,77.0,77.0,128.0,128.0,90.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
754,648,Meloetta Pirouette Forme,5,Mythical,Melody Pokémon,2,Normal,Fighting,600.0,100.0,128.0,90.0,77.0,77.0,128.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
755,649,Genesect,5,Mythical,Paleozoic Pokémon,2,Bug,Steel,600.0,71.0,120.0,95.0,120.0,95.0,99.0,Slow,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
756,650,Chespin,6,Normal,Spiny Nut Pokémon,1,Grass,Grass,313.0,56.0,61.0,65.0,48.0,45.0,38.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
757,651,Quilladin,6,Normal,Spiny Armor Pokémon,1,Grass,Grass,405.0,61.0,78.0,95.0,56.0,58.0,57.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
758,652,Chesnaught,6,Normal,Spiny Armor Pokémon,2,Grass,Fighting,530.0,88.0,107.0,122.0,74.0,75.0,64.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
759,653,Fennekin,6,Normal,Fox Pokémon,1,Fire,Fire,307.0,40.0,45.0,40.0,62.0,60.0,60.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
760,654,Braixen,6,Normal,Fox Pokémon,1,Fire,Fire,409.0,59.0,59.0,58.0,90.0,70.0,73.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
761,655,Delphox,6,Normal,Fox Pokémon,2,Fire,Psychic,534.0,75.0,69.0,72.0,114.0,100.0,104.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
762,656,Froakie,6,Normal,Bubble Frog Pokémon,1,Water,Water,314.0,41.0,56.0,40.0,62.0,44.0,71.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
763,657,Frogadier,6,Normal,Bubble Frog Pokémon,1,Water,Water,405.0,54.0,63.0,52.0,83.0,56.0,97.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
764,658,Greninja,6,Normal,Ninja Pokémon,2,Water,Dark,530.0,72.0,95.0,67.0,103.0,71.0,122.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
765,658,Ash-Greninja,6,Normal,Ninja Pokémon,2,Water,Dark,640.0,72.0,145.0,67.0,153.0,71.0,132.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
766,659,Bunnelby,6,Normal,Digging Pokémon,1,Normal,Normal,237.0,38.0,36.0,38.0,32.0,36.0,57.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
767,660,Diggersby,6,Normal,Digging Pokémon,2,Normal,Ground,423.0,85.0,56.0,77.0,50.0,77.0,78.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0
768,661,Fletchling,6,Normal,Tiny Robin Pokémon,2,Normal,Flying,278.0,45.0,50.0,43.0,40.0,38.0,62.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
769,662,Fletchinder,6,Normal,Ember Pokémon,2,Fire,Flying,382.0,62.0,73.0,55.0,56.0,52.0,84.0,Medium Slow,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
770,663,Talonflame,6,Normal,Scorching Pokémon,2,Fire,Flying,499.0,78.0,81.0,71.0,74.0,69.0,126.0,Medium Slow,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
771,664,Scatterbug,6,Normal,Scatterdust Pokémon,1,Bug,Bug,200.0,38.0,35.0,40.0,27.0,25.0,35.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
772,665,Spewpa,6,Normal,Scatterdust Pokémon,1,Bug,Bug,213.0,45.0,22.0,60.0,27.0,30.0,29.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
773,666,Vivillon,6,Normal,Scale Pokémon,2,Bug,Flying,411.0,80.0,52.0,50.0,90.0,50.0,89.0,Medium Fast,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
774,667,Litleo,6,Normal,Lion Cub Pokémon,2,Fire,Normal,369.0,62.0,50.0,58.0,73.0,54.0,72.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5
775,668,Pyroar,6,Normal,Royal Pokémon,2,Fire,Normal,507.0,86.0,68.0,72.0,109.0,66.0,106.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5
776,669,Flabébé,6,Normal,Single Bloom Pokémon,1,Fairy,Fairy,303.0,44.0,38.0,39.0,61.0,79.0,42.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
777,670,Floette,6,Normal,Single Bloom Pokémon,1,Fairy,Fairy,371.0,54.0,45.0,47.0,75.0,98.0,52.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
778,671,Florges,6,Normal,Garden Pokémon,1,Fairy,Fairy,552.0,78.0,65.0,68.0,112.0,154.0,75.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
779,672,Skiddo,6,Normal,Mount Pokémon,1,Grass,Grass,350.0,66.0,65.0,48.0,62.0,57.0,52.0,Medium Fast,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
780,673,Gogoat,6,Normal,Mount Pokémon,1,Grass,Grass,531.0,123.0,100.0,62.0,97.0,81.0,68.0,Medium Fast,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
781,674,Pancham,6,Normal,Playful Pokémon,1,Fighting,Fighting,348.0,67.0,82.0,62.0,46.0,48.0,43.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
782,675,Pangoro,6,Normal,Daunting Pokémon,2,Fighting,Dark,495.0,95.0,124.0,78.0,69.0,71.0,58.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
783,676,Furfrou,6,Normal,Poodle Pokémon,1,Normal,Normal,472.0,75.0,80.0,60.0,65.0,90.0,102.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
784,677,Espurr,6,Normal,Restraint Pokémon,1,Psychic,Psychic,355.0,62.0,48.0,54.0,63.0,60.0,68.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
785,678,Meowstic Male,6,Normal,Constraint Pokémon,1,Psychic,Psychic,466.0,74.0,48.0,76.0,83.0,81.0,104.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
786,678,Meowstic Female,6,Normal,Constraint Pokémon,1,Psychic,Psychic,466.0,74.0,48.0,76.0,83.0,81.0,104.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
787,679,Honedge,6,Normal,Sword Pokémon,2,Steel,Ghost,325.0,45.0,80.0,100.0,35.0,37.0,28.0,Medium Fast,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
788,680,Doublade,6,Normal,Sword Pokémon,2,Steel,Ghost,448.0,59.0,110.0,150.0,45.0,49.0,35.0,Medium Fast,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
789,681,Aegislash Blade Forme,6,Normal,Royal Sword Pokémon,2,Steel,Ghost,520.0,60.0,150.0,50.0,150.0,50.0,60.0,Medium Fast,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
790,681,Aegislash Shield Forme,6,Normal,Royal Sword Pokémon,2,Steel,Ghost,520.0,60.0,50.0,150.0,50.0,150.0,60.0,Medium Fast,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
791,682,Spritzee,6,Normal,Perfume Pokémon,1,Fairy,Fairy,341.0,78.0,52.0,60.0,63.0,65.0,23.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
792,683,Aromatisse,6,Normal,Fragrance Pokémon,1,Fairy,Fairy,462.0,101.0,72.0,72.0,99.0,89.0,29.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
793,684,Swirlix,6,Normal,Cotton Candy Pokémon,1,Fairy,Fairy,341.0,62.0,48.0,66.0,59.0,57.0,49.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
794,685,Slurpuff,6,Normal,Meringue Pokémon,1,Fairy,Fairy,480.0,82.0,80.0,86.0,85.0,75.0,72.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
795,686,Inkay,6,Normal,Revolving Pokémon,2,Dark,Psychic,288.0,53.0,54.0,53.0,37.0,46.0,45.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
796,687,Malamar,6,Normal,Overturning Pokémon,2,Dark,Psychic,482.0,86.0,92.0,88.0,68.0,75.0,73.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
797,688,Binacle,6,Normal,Two-Handed Pokémon,2,Rock,Water,306.0,42.0,52.0,67.0,39.0,56.0,50.0,Medium Fast,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
798,689,Barbaracle,6,Normal,Collective Pokémon,2,Rock,Water,500.0,72.0,105.0,115.0,54.0,86.0,68.0,Medium Fast,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
799,690,Skrelp,6,Normal,Mock Kelp Pokémon,2,Poison,Water,320.0,50.0,60.0,60.0,60.0,60.0,30.0,Medium Fast,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
800,691,Dragalge,6,Normal,Mock Kelp Pokémon,2,Poison,Dragon,494.0,65.0,75.0,90.0,97.0,123.0,44.0,Medium Fast,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
801,692,Clauncher,6,Normal,Water Gun Pokémon,1,Water,Water,330.0,50.0,53.0,62.0,58.0,63.0,44.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
802,693,Clawitzer,6,Normal,Howitzer Pokémon,1,Water,Water,500.0,71.0,73.0,88.0,120.0,89.0,59.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
803,694,Helioptile,6,Normal,Generator Pokémon,2,Electric,Normal,289.0,44.0,38.0,33.0,61.0,43.0,70.0,Medium Fast,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
804,695,Heliolisk,6,Normal,Generator Pokémon,2,Electric,Normal,481.0,62.0,55.0,52.0,109.0,94.0,109.0,Medium Fast,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
805,696,Tyrunt,6,Normal,Royal Heir Pokémon,2,Rock,Dragon,362.0,58.0,89.0,77.0,45.0,45.0,48.0,Medium Fast,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
806,697,Tyrantrum,6,Normal,Despot Pokémon,2,Rock,Dragon,521.0,82.0,121.0,119.0,69.0,59.0,71.0,Medium Fast,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
807,698,Amaura,6,Normal,Tundra Pokémon,2,Rock,Ice,362.0,77.0,59.0,50.0,67.0,63.0,46.0,Medium Fast,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
808,699,Aurorus,6,Normal,Tundra Pokémon,2,Rock,Ice,521.0,123.0,77.0,72.0,99.0,92.0,58.0,Medium Fast,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
809,700,Sylveon,6,Normal,Intertwining Pokémon,1,Fairy,Fairy,525.0,95.0,65.0,65.0,110.0,130.0,60.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
810,701,Hawlucha,6,Normal,Wrestling Pokémon,2,Fighting,Flying,500.0,78.0,92.0,75.0,74.0,63.0,118.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
811,702,Dedenne,6,Normal,Antenna Pokémon,2,Electric,Fairy,431.0,67.0,58.0,57.0,81.0,67.0,101.0,Medium Fast,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
812,703,Carbink,6,Normal,Jewel Pokémon,2,Rock,Fairy,500.0,50.0,50.0,150.0,50.0,150.0,50.0,Slow,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
813,704,Goomy,6,Normal,Soft Tissue Pokémon,1,Dragon,Dragon,300.0,45.0,50.0,35.0,55.0,75.0,40.0,Slow,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
814,705,Sliggoo,6,Normal,Soft Tissue Pokémon,1,Dragon,Dragon,452.0,68.0,75.0,53.0,83.0,113.0,60.0,Slow,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
815,706,Goodra,6,Normal,Dragon Pokémon,1,Dragon,Dragon,600.0,90.0,100.0,70.0,110.0,150.0,80.0,Slow,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
816,707,Klefki,6,Normal,Key Ring Pokémon,2,Steel,Fairy,470.0,57.0,80.0,91.0,80.0,87.0,75.0,Fast,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
817,708,Phantump,6,Normal,Stump Pokémon,2,Ghost,Grass,309.0,43.0,70.0,48.0,50.0,60.0,38.0,Medium Fast,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
